	reactions	metatlas	bigg.reaction	vmhreaction
1841	IMPC	MAR04038	IMPC	IMPC
1842	GARFT	MAR08228	GARFT	GAO2g
1843	PRAGS	MAR04799	PRAGSr	PRAGSr
1844	PRAIS	MAR04802	PRAIS	r0666
1845	DGK1	MAR05353	DGK1	DGK1
1846	DGK2
1847	GK1	MAR04020	GK1	GK1
1848	GK2
1849	GK3
1850	GUAPRT	MAR04452	GUAPRT	GUAPRT
1851	HXPRT	MAR04418	HXPRT	HXPRT
1852	XPPT		XPPT
1853	IMPD	MAR04040	IMPD	IMPD
1854	PUNP3	MAR04651	PUNP3	PUNP3
1855	PUNP4	MAR04603	PUNP4	PUNP4
1856	PUNP5	MAR04574	PUNP5	PUNP5
1857	PUNP6	MAR04709	PUNP6	PUNP6
1858	PUNP7	MAR04663	PUNP7	PUNP7
1859	PRFGS	MAR04808	PRFGS	PRFGS
1860	GMPS2	MAR04046	GMPS2	GMPS2
1861	BPNT	MAR04084	BPNT	BPNT
1862	AIRC	MAR04804	AIRCr	AIRCr
1863	PRASCS	MAR04810	PRASCSi	PRASCS
1864	AMPINSPT
1865	DGMPGSNPT
1866	DGMPINSPT
1867	DIMPGSNPT
1868	DIMPINSPT
1869	IMGPT
1870	NTD10	MAR04705	NTD10	NTD10
1871	NTD11	MAR04417	NTD11	NTD11
1872	NTD7	MAR04010	NTD7	NTD7
1873	NTD9	MAR04449	NTD9	NTD9
1874	NTDSAMP
1875	NTDSZMP
1876	NTDZMP
1877	UMPINSPT
1878	GUACYC	MAR04022	GUACYC	GUACYC
1879	GUACYC2
1880	NDPK10	MAR07878	NDPK10	NDPK10
1881	NDPK5	MAR04570	NDPK5	NDPK5
1882	NDPK8	MAR04044	NDPK8	NDPK8
1883	NDPK9	MAR04291	NDPK9	NDPK9
1884	ADNCYC	MAR04000	ADNCYC	ADNCYC
1885	NTD12	MAR07880	NTD12	NTD12
1886	NTD8	MAR04602	NTD8	NTD8
1887	GMPR	MAR04419	GMPR	GMPR;r0276
1888	NTD6	MAR04632	NTD6	NTD6
1889	PRDX2OX2
1890	PDEA	MAR04014	PDE1	PDE1
1891	PDEI
1892	PDEG	MAR04048	PDE4	PDE4
1893	PRPPSZ
1894	5HPUDICDC
1895	ASCBURATERD	MAR06606	RE2605C	RE2605C
1896	DHURATEHYD
1897	HIUH
1898	URATEOH1R	MAR06607	HMR_6607	HMR_6607
1899	URATEOOHYD
1900	URATERD
1901	URATERO2SX
1902	ALLTN
1903	XAO	MAR04649	XAO	r0504
1904	XAO2	MAR04520	XAO2	r0395
1905	XAO3
1906	XAO4
1907	ASPCT	MAR04050	ASPCT	ASPCTr
1908	DHORTS	MAR08131	DHORTS	DHFtl
1909	DTMPK1	MAR04637	DTMPK	DTMPK
1910	DTMPK2
1911	OMPDC	MAR04036	OMPDC	OMPDC
1912	ORPT	MAR04577	ORPT	ORPT
1913	DCMPCYTDPT
1914	DCMPURIPT
1915	DUMPCYTDPT
1916	DUMPURIPT
1917	NTD2	MAR03970	NTD2	NTD2
1918	NTD4	MAR04177	NTD4	NTD4
1919	UMPCYTDPT
1920	NDPK4	MAR04635	NDPK4	NDPK4
1921	NDPK6	MAR04673	NDPK6	NDPK6
1922	NDPK7	MAR04670	NDPK7	NDPK7
1923	NDPK1	MAR04016	NDPK1	NDPK1
1924	NDPK3	MAR04028	NDPK3	NDPK3
1925	CTPS1	MAR04032	CTPS1	CTPS1
1926	CTPS2	MAR04194	CTPS2	CTPS2
1927	NTD5	MAR04056	NTD5	NTD5
1928	NTD1	MAR04642	NTD1	NTD1
1929	NTD3	MAR04510	NTD3	NTD3
1930	CSND	MAR08637	CSND	CSND
1931	CYTD	MAR08687	CYTD	CYSTSERex
1932	ACYP2
1933	ALCD2x	MAR04202	ALCD1	ALCD1
1934	LCARR	MAR08507	ALCD21_D	ALCD21_D;PPDOx
1935	LCARS	MAR08508	LCARS	ALCD21_L
1936	ALDD2y	MAR04283	ALDD2y	ALDD2y
1937	LCAD	MAR08503	LCADi	LCADi
1938	LALD_Ly	MAR03855	HMR_3855	HMR_3855
1939	GLYOX	MAR03857	GLYOX	GLYOX
1940	2LACP_L
1941	ALDD2x	MAR01568	ALDD2x	ALDD2x
1942	ALR2y	MAR08497	ALR2	ALR2
1943	ALR3y	MAR08500	ALR3	ALR3
1944	PPDOy	MAR08509	PPDOy	PPDOy
1945	LGTHL	MAR03853	LGTHL	LGTHL
1946	2LACK_L
1947	MGSA	MAR08516	MGSA	MGSA
1948	MGSA2	MAR08517	MGSA2	MGSA2
1949	GTHNORDx
1950	CAT	MAR03984	CAT;CATm;CATp;CATpp;CATr;R_CAT;R_CATm;R_CATp;R_CATpp;R_CATr	CATp
1951	GTHNODN
1952	SNOCYSDN
1953	SPODM	MAR03960	SPODM	SPODM
1954	PRDX1GTHDG
1955	PRDX1OX1
1956	CU2RD
1957	FE3RD
1958	SRDX1GTHDG
1959	SRDX1GTHRD
1960	PRDX2TRDXRD
1961	TRDRy
1962	FISC
1963	SRDX1GRDX2CDG
1964	PRDX1GRDX2CDG
1965	PRDX1GTHG
1966	PRDX2SO2OX1
1967	PRDX2SOOX1
1968	PRDX2OX1
1969	PRDX2SOR
1970	MEOHP	MAR04201	PRDX	PRDX
1971	GTHNORDy
1972	ARSDIGTHSELN
1973	ARSGTHGTH
1974	ARSNAGTHRD
1975	ARSNAH2O2X1
1976	ARSNIGTH
1977	CU1H2O2X
1978	CU1O2OX
1979	FE2H2O2X
1980	FE2O2OX
1981	GTHNHOHD
1982	GTHNOH2HYD
1983	GTHNOH2RD
1984	N2O3CYSNT
1985	N2O3GTHNT
1986	N2O3HC
1987	NOO2OX
1988	NOO2SOX
1989	ONOOCO2D1
1990	ONOOCO2D2
1991	ONOOCO2X
1992	ONOOHc
1993	ONOOHD1
1994	ONOOHD2
1995	ONOOHe
1996	ANGIO58PEP
1997	ANGIO1THOP
1998	ANGIO2DDP
1999	ANGIO4DDP
2000	ANGIO2ASPH
2001	ANGIO3ARGH
2002	DRDPP
2003	VYDPP
2004	RADH1x	MAR20011	RADH	RADH
2005	RADH2x
2006	RADH3x
2007	RADH4x	MAR06675	RADH3	RADH3
2008	RDH4y
2009	RDH1y	MAR06630	RDH1a	RDH1a
2010	RDH3y	MAR08709	RDH3a	RDH3a
2011	RDH2y	MAR01690	RDH2a	RDH2a
2012	FMNPH	MAR06507	ACP1_FMN	ACP1_FMN_
2013	FADRy	MAR06511		HMR_6511
2014	FLVRy
2015	FMNRy
2016	FADL
2017	FMNAT	MAR06508	FMNAT	FMNAT
2018	CFMNH
2019	RBFK	MAR06506	RBFK	RBFK
2020	SEAHCYSHYD	MAR07136	SEAHCYSHYD	SEAHCYSHYD
2021	SELCYSTL	MAR07134	SELCYSTGL	SELCYSTGL
2022	SELMETHL	MAR07137		HMR_7137
2023	SELDIGTHOXy
2024	SELMETAT	MAR07139	SELMETAT	SELMETAT
2025	METSELNEORy
2026	METSELNIORy
2027	SELNIOR3y	MAR07131		HMR_7131
2028	SELNI4GTHOR
2029	SELGTHGTHR
2030	HXDCAL2EDHx
2031	HXDCAL2EDHy
2032	HXDCALDHx
2033	HXDCALDHy
2034	SMPD	MAR00795	HMR_0795	HMR_0795
2035	SPHGANK	MAR00744	SLCBK1	SLCBK1
2036	SPHGNSK
2037	ACER
2038	SMS	MAR00736	SMS	SMS
2039	SPH1PL
2040	SPH1PP
2041	SPHS1PL	MAR00779	r0786	r0786
2042	SPHS1PP	MAR00746	SBPP3	r0787
2043	AMGLSDASEa	MAR05400	r1392	r1392
2044	GLDBRAN	MAR01380	r1391	GLDBRAN
2045	GLBRAN	MAR05397	GLBRAN	GLBRAN
2046	GGNG	MAR05395	GGNG	HMR_5395;GGNG
2047	GLPASE1	MAR05398	GLPASE1	GLPASE1
2048	GLPASE2	MAR05401	GLPASE2	r1393
2049	PRPPPP
2050	ADPGLCDP	MAR08443	ADPGLC	ADPGLC
2051	G16BPS1
2052	G16BPS2
2053	M16BPS1
2054	R15BPS1
2055	GLGNS1	MAR05396	GLGNS1	GLGNS1
2056	CRTSLRy
2057	CRTSTRNRy
2058	PRGSTRNRy
2059	HTSULDHLA
2060	MCPST	MAR06518	HMR_6515	MCPST
2061	SPODM2
2062	MTOX
2063	BPNT2	MAR04187	BPNT2	BPNT2
2064	H2SMT
2065	HTSULGTHST
2066	SSGTHOX
2067	SULO
2068	H2Sc
2069	H2Se
2070	SSO2GTHHYD
2071	THMMPP
2072	ADK7
2073	DADK7
2074	TMDPK	MAR04204	TMDPK	TMDPK
2075	TMDPK2
2076	TMDPK3
2077	TMDPK4
2078	THMTP	MAR04207	THMTP	THMTP
2079	TDP	MAR04208	TDP	TDP
2081	NOt	MAR05009	NOt	NOt;NODe
2082	O2St	MAR03959	O2St	O2St
2083	O2t	MAR04896	O2t	O2t
2084	ARSNIt
2085	GLYCt	MAR00444	GLYCt	GLYCt;GLYCTDle
2086	AG1tec
2087	CU1tec
2088	2DADNt	MAR06367	DADNt4	DADNt4
2089	2DCYTt	MAR06368	DCYTt	DCYTt
2090	2DGSNt	MAR06366	DGSNt	DGSNt
2091	2DINSt	MAR08213	DINt	DIGALSGALSIDEtg
2092	2DURIt	MAR05008	DURIt	DURIt
2093	4PYRNt
2094	5MTAtec	MAR09004	5MTAte	5MTAte
2095	78DHBPTt
2096	ADNt	MAR05032	ADNt	ADNt
2097	AICAt
2098	CYTDt	MAR05003	CYTDt	CYTDt
2099	GSNt	MAR05037	GSNt	GSNt
2100	INSt	MAR05042	INSt	INSt
2101	SPPTt	MAR11801	CE2705t	CE2705t
2102	THBPTt	MAR10489	THBPTt	THBPTt
2103	THYMDt
2104	URIt	MAR05035	URIt	URIt
2105	23CGAMPABCte
2106	COBALT2DMT1t
2107	FE2DMT1t	MAR05987	FE2DMT1	FE2DMT1
2108	4HPROLTASCT1	MAR07753	4HPROLTASCT1	4HPROLTASCT1
2109	ALAHCYSNaEx
2110	ALAPROASCT1
2111	HCYSALANaEx
2112	HCYSSERNaEx
2113	HCYSTHRNaEx
2114	SERHCYSNaEx
2115	THRHCYSNaEx
2116	ALAASNNaEx	MAR05612	ALAASNNaEx	ALAASNNaEx
2117	ALAGLNNaEx	MAR05603	ALAGLNNaEx	ALAGLNNaEx
2118	ASNALANaEx	MAR05753	ASNALANaEx	ASNALANaEx
2119	ASNCYSNaEx	MAR05760	ASNCYSNaEx	ASNCYSNaEx
2120	ASNGLNNaEx	MAR05754	ASNGLNNaEx	ASNGLNNaEx
2121	ASNSERNaEx	MAR05755	ASNSERNaEx	ASNSERNaEx
2122	ASNTHRNaEx	MAR05764	ASNTHRNaEx	ASNTHRNaEx
2123	GLNALANaEx	MAR05618	GLNALANaEx	GLNALANaEx
2124	GLNASNNaEx	MAR05627	GLNASNNaEx	GLNASNNaEx
2125	GLNCYSNaEx	MAR05624	GLNCYSNaEx	GLNCYSNaEx
2126	GLNSERNaEx	MAR05619	GLNSERNaEx	GLNSERNaEx
2127	GLNTHRNaEx	MAR05629	GLNTHRNaEx	GLNTHRNaEx
2128	SERASNNaEx	MAR05642	SERASNNaEx	SERASNNaEx
2129	SERGLNNaEx	MAR05634	SERGLNNaEx	SERGLNNaEx
2130	THRASNNaEx	MAR05793	THRASNNaEx	THRASNNaEx
2131	THRGLNNaEx	MAR05784	THRGLNNaEx	THRGLNNaEx
2132	XYLt	MAR08867	XYLt	XYLt
2133	ARSNA_Cltex
2134	ClPItex
2135	CYS_Cltex
2136	FOR_Cltex
2137	GLXCLtex
2138	GLY_Cltex
2139	GLYCTCLtex
2140	HMOBD_Cltex
2141	NO2_Cltex
2142	NO3_Cltex
2143	O2S_Cltex
2144	ONOO_Cltex
2145	SELNI_Cltex
2146	SER_Cltex
2147	SH1_Cltex
2148	CREAT2NaClt
2149	GLY_Cl_2Nat	MAR05455	GLYt7_211_r	GLYt7_211_r
2150	PRO_Cl_2Nat
2151	SARCS_Cl_2Nat
2152	ADMARGt_L
2153	ARGtec	MAR05068	ARGt5r	ARGtD
2154	LYStec	MAR05071	LYSt5r	LYStiDF
2155	MMARGt_L
2156	ORNtec		ORNt
2157	NKCC2t	MAR06526	NKCC2t	NKCC2t
2158	NKCCt	MAR04956	NKCCt	NKCCt
2159	UREAt	MAR04949	UREAt	UREAt
2160	2HB_5OXPROtex
2161	2HB_ACACtex	MAR06011	r2090	r2090
2162	2HB_ACtex
2163	2HB_BUTtex
2164	2HB_DLACtex
2165	2HB_GLYCLTtex
2166	2HB_PPAtex
2167	2HBt2	MAR08075	2HBt2	2HBt2
2168	2OBUT_2HBtex
2169	2OBUT_5OXPROtex
2170	2OBUT_ACACtex
2171	2OBUT_ACtex
2172	2OBUT_BUTtex
2173	2OBUT_DLACtex
2174	2OBUT_GLYCLTtex
2175	2OBUT_LLACtex
2176	2OBUT_PPAtex
2177	2OBUTt	MAR11785	2OBUTt	2OBUTt
2178	5OXPRO_ACACtex	MAR06033	r2112	r2112
2179	5OXPRO_ACtex
2180	5OXPRO_BUTtex
2181	5OXPRO_DLACtex
2182	5OXPRO_GLYCLTtex
2183	5OXPRO_PPAtex
2184	5OXPROt2
2185	AC_GLYCLTtex
2186	ACAC_ACtex	MAR06018	r2097	r2097
2187	ACAC_GLYCLTtex
2188	ACACt2	MAR04976	ACACt2	ACACt2
2189	ACt2	MAR04935	ACt2r	ACt2r
2190	BUT_ACACtex
2191	BUT_ACtex
2192	BUT_GLYCLTtex
2193	BUT_PPAtex
2194	BUTt2r	MAR11396	BUTt2r	BUTt2r
2195	D_LACt2	MAR03858	D_LACt2	D_LACt2
2196	DLAC_ACACtex
2197	DLAC_ACtex
2198	DLAC_BUTtex
2199	DLAC_GLYCLTtex
2200	DLAC_PPAtex
2201	GLYCLTt2
2202	H2SUCCt
2203	L_LACt2	MAR05998	L_LACt2r	L_LACt2r
2204	LLAC_2HBtex	MAR06007	r2086	r2086
2205	LLAC_5OXPROtex
2206	LLAC_ACACtex	MAR06000	r2079	r2079
2207	LLAC_ACtex	MAR06015	r2094	r2094
2208	LLAC_BUTtex
2209	LLAC_DLACtex
2210	LLAC_GLYCLTtex
2211	LLAC_PPAtex
2212	PPA_ACACtex
2213	PPA_ACtex
2214	PPA_GLYCLTtex
2215	PPAt2r
2216	PYR_2HBtex
2217	PYR_2OBUTtex
2218	PYR_5OXPROtex	MAR06006	r2085	r2085
2219	PYR_ACACtex	MAR06008	r2087	r2087
2220	PYR_ACtex	MAR06001	r2080	r2080
2221	PYR_BUTtex
2222	PYR_DLACtex
2223	PYR_GLYCLTtex
2224	PYR_LLACtex
2225	PYR_PPAtex
2226	PYRt2	MAR04928	PYRt2	PYRt2r
2227	23CGAMP_AICARtex
2228	23CGAMP_OHtex
2229	23CGAMP_THMMPtex
2230	5FTHF_5MTHFtex
2231	5FTHF_AICARtex
2232	5FTHF_OHtex	MAR00050	5FTHFt2	5FTHFt2
2233	5FTHF_THMMPtex
2234	5MTHF_AICARtex
2235	5MTHF_OHtex	MAR00053	5MTHFt2	5MTHFt2
2236	5MTHF_THMMPtex
2237	THF_5FTHFtex
2238	THF_5MTHFtex
2239	THF_AICARtex
2240	THF_OHtex	MAR01780	THFt2	THFt2
2241	THF_THMMPtex
2242	THMMP_OHtex	MAR01782	THMMPt4	THMMPt4
2243	ZN2Htex2
2244	INDSABCte
2245	RIBFLVABCte	MAR09910	RIBFLVt3o	RIBFLVte
2246	MG2tec
2247	SAICAABCte
2248	CPPP1ABCte	MAR11776	C05769te	C05769te
2249	CPPP3ABCte	MAR11799	C05770te	C05770te
2250	CPPPG3ABCte
2251	UPP1ABCte
2252	UPP3ABCte
2253	LEUKTRB4ABCte
2254	LEUKTRB5ABCte
2255	PGE1ABCte
2256	PGE2ABCte	MAR08935	PROSTGE2t3	PROSTGE2t3
2257	PGE3ABCte
2258	PGF1ABCte
2259	PGF2ABCte
2260	PGF3ABCte
2261	THMt3	MAR11433	THMt3	THMt3
2262	CAMPtec
2263	CGMPtec
2264	CIMPtec
2265	CRTNt	MAR09195	CRTNtr	CRTNtr
2266	INDStec
2267	OROTGLUex
2268	AICt
2269	COBALT2te
2270	FE2t	MAR09197	FE2t	FE2t
2271	RIBFLVt	MAR06505	r1106	r1106
2272	CITt
2273	ALABt	MAR04952	r0899	r0899
2274	ASPte	MAR09737	ASPte	ASPte
2275	INOSTt
2276	TAURt	MAR08995	TAURt	TAURCHAe
2277	NO22Natex
2278	PI2Natex
2279	ClFORtex2
2280	ClHCO3tex2
2281	ClOHtex2
2282	ClOXAtex2
2283	SO4Cltex2
2284	SO4OXAtex2	MAR08736	SO4OXAtex2	SO4OXAtex2
2285	LDOPAt	MAR08081	34DHPHEt	34DHPHEt
2286	TETIODTHYt2	MAR06055	THYOXt2	THYOXt2
2287	TRIIODTHYt2	MAR06056	TRIODTHYt2	TRIODTHYt2
2288	5AOPt2	MAR11307	5AOPt2	5AOPt2
2289	MG2NAtex2
2290	SPH1tex
2291	SPHS1tex
2292	PEFLIPt
2293	PSFLIPt
2294	NaKt	MAR05429	NaKt
2295	MMAt2	MAR11775	MMAt2e	MMAt2e
2296	FE3t		FE3t
2297	ALAADMARGNaEx
2298	ALAARGNaEx	MAR05833	r1918	r1918
2299	ALACITRNaEx	MAR05836	r1921	r1921
2300	ALALYSNaEx	MAR05832	r1917	r1917
2301	ALAMMARGNaEx
2302	ALAORNNaEx	MAR05834	r1919	r1919
2303	ASNADMARGNaEx
2304	ASNARGNaEx	MAR05883	r1968	r1968
2305	ASNCITRNaEx	MAR05886	r1971	r1971
2306	ASNLYSNaEx	MAR05882	r1967	r1967
2307	ASNMMARGNaEx
2308	ASNORNNaEx	MAR05884	r1969	r1969
2309	CYSADMARGNaEx
2310	CYSARGNaEx
2311	CYSCITRNaEx
2312	CYSLYSNaEx
2313	CYSMMARGNaEx
2314	CYSORNNaEx	MAR05879	r1964	r1964
2315	GLNADMARGNaEx
2316	GLNARGNaEx	MAR05838	r1923	r1923
2317	GLNCITRNaEx	MAR05841	r1926	r1926
2318	GLNLYSNaEx	MAR05837	r1922	r1922
2319	GLNMMARGNaEx
2320	GLNORNNaEx	MAR05839	r1924	r1924
2321	GLYADMARGNaEx
2322	GLYARGNaEx	MAR05828	r1913	r1913
2323	GLYCITRNaEx	MAR05831	r1916	r1916
2324	GLYLYSNaEx	MAR05827	r1912	r1912
2325	GLYMMARGNaEx
2326	GLYORNNaEx	MAR05829	r1914	r1914
2327	HCYSADMARGNaEx
2328	HCYSARGNaEx	MAR05868	r1953	r1953
2329	HCYSCITRNaEx	MAR05871	r1956	r1956
2330	HCYSLYSNaEx	MAR05867	r1952	r1952
2331	HCYSMMARGNaEx
2332	HCYSORNNaEx
2333	HISADMARGNaEx
2334	HISARGNaEx	MAR07102	HISyLATtc	HISyLATtc
2335	HISCITRNaEx
2336	HISLYSNaEx
2337	HISMMARGNaEx
2338	HISORNNaEx
2339	ILEADMARGNaEx
2340	ILEARGNaEx	MAR05903	r1988	r1988
2341	ILECITRNaEx	MAR05906	r1991	r1991
2342	ILELYSNaEx	MAR05902	r1987	r1987
2343	ILEMMARGNaEx
2344	ILEORNNaEx	MAR05904	r1989	r1989
2345	LEUADMARGNaEx
2346	LEUARGNaEx	MAR05873	r1958	r1958
2347	LEUCITRNaEx	MAR05876	r1961	r1961
2348	LEULYSNaEx	MAR05872	r1957	r1957
2349	LEUMMARGNaEx
2350	LEUORNNaEx	MAR05874	r1959	r1959
2351	METADMARGNaEx
2352	METARGNaEx	MAR05848	r1933	r1933
2353	METCITRNaEx	MAR05851	r1936	r1936
2354	METLYSNaEx	MAR05847	r1932	r1932
2355	METMMARGNaEx
2356	METORNNaEx	MAR05849	r1934	r1934
2357	PHEADMARGNaEx
2358	PHEARGNaEx	MAR05858	r1943	r1943
2359	PHECITRNaEx	MAR05861	r1946	r1946
2360	PHELYSNaEx	MAR05857	r1942	r1942
2361	PHEMMARGNaEx
2362	PHEORNNaEx	MAR05859	r1944	r1944
2363	PROADMARGNaEx
2364	PROARGNaEx	MAR05878	r1963	r1963
2365	PROCITRNaEx	MAR05881	r1966	r1966
2366	PROLYSNaEx	MAR05877	r1962	r1962
2367	PROMMARGNaEx
2368	PROORNNaEx	MAR05869	r1954	r1954
2369	SERADMARGNaEx
2370	SERARGNaEx	MAR05843	r1928	r1928
2371	SERCITRNaEx	MAR05846	r1931	r1931
2372	SERLYSNaEx	MAR05842	SERLYSNaex	SERLYSNaex
2373	SERMMARGNaEx
2374	SERORNNaEx	MAR05844	r1929	r1929
2375	THRADMARGNaEx
2376	THRARGNaEx	MAR05893	r1978	r1978
2377	THRCITRNaEx	MAR05896	r1981	r1981
2378	THRLYSNaEx	MAR05892	r1977	r1977
2379	THRMMARGNaEx
2380	THRORNNaEx	MAR05894	r1979	r1979
2381	TRPADMARGNaEx
2382	TRPARGNaEx	MAR05853	r1938	r1938
2383	TRPCITRNaEx	MAR05856	r1941	r1941
2384	TRPLYSNaEx	MAR05852	r1937	r1937
2385	TRPMMARGNaEx
2386	TRPORNNaEx	MAR05854	r1939	r1939
2387	TYRADMARGNaEx
2388	TYRARGNaEx	MAR05863	r1948	r1948
2389	TYRCITRNaEx	MAR05866	r1951	r1951
2390	TYRLYSNaEx	MAR05862	r1947	r1947
2391	TYRMMARGNaEx
2392	TYRORNNaEx	MAR05864	r1949	r1949
2393	VALADMARGNaEx
2394	VALARGNaEx	MAR05888	r1973	r1973
2395	VALCITRNaEx	MAR05891	r1976	r1976
2396	VALLYSNaEx	MAR05887	r1972	r1972
2397	VALMMARGNaEx
2398	VALORNNaEx	MAR05889	r1974	r1974
2399	CAMPABCte	MAR07691	CAMPt	CAMPt
2400	CGMPABCte	MAR07692	CGMPt	CGMPt
2401	CIMPABCte
2402	LEUKTRC4ABCte
2403	LEUKTRC5ABCte	MAR09893	LEUKABCtc	LEUKABCtc
2404	NaHtex
2405	GLUte
2406	H_2Clt
2407	Clt		Clt
2408	NaLitex
2409	PSFLOPt
2410	PCFLOPt
2411	SMFLOPt
2412	ADEt	MAR04847	ADEt	ADEt
2413	GUAt	MAR04985	GUAt	GUAt
2414	HYXNt	MAR04848	HYXNt	HYXNt
2415	THYMt	MAR04980	THYMt	THYMt
2416	URAt	MAR04882	URAt	URAt
2417	FAt_16_0	MAR00216	HDCAt	HDCAtr
2418	FAt_16_2E
2419	FAt_18_0		OCDCAt
2420	FAt_18_9Z	MAR00262	OCDCEAt	OCDCEAtr
2421	FAt_18_9Z12Z	MAR00396	LNLCt	LNLCt
2422	FAt_20_5Z8Z11Z14Z	MAR00408	ARACHDt2	ARACHDt2
2423	FAt_hs_10_0	MAR00179	DCATDc	DCATDc
2424	FAt_hs_11_0	MAR00183	HMR_0183	HMR_0183
2425	FAt_hs_12_0	MAR00187	r2444	DDCAte
2426	FAt_hs_13_0	MAR00191	HMR_0191	HMR_0191
2427	FAt_hs_14_0	MAR00195	TTDCAtr	TTDCAtr
2428	FAt_hs_14_5Z	MAR00208	HMR_0208	HMR_0208
2429	FAt_hs_14_7Z	MAR00203	HMR_0203	HMR_0203
2430	FAt_hs_14_9Z	MAR00199	TTDCEAt	TTDCEAt
2431	FAt_hs_15_0	MAR00212	PTDCAt	PTDCAt
2432	FAt_hs_16_7Z	MAR00232	HMR_0232	HMR_0232
2433	FAt_hs_16_9Z	MAR00225	HDCEAt	HDCEAtr
2434	FAt_hs_17_0	MAR00236	HPDCAt	HPDCAt
2435	FAt_hs_17_10Z	MAR00240	HMR_0240	HMR_0240
2436	FAt_hs_17_9Z	MAR00244	HMR_0244	HMR_0244
2437	FAt_hs_18_11Z	MAR00258	VACCt	VACCt
2438	FAt_hs_18_13Z	MAR00254	HMR_0254	HMR_0254
2439	FAt_hs_18_6Z9Z	MAR00274	LNELDCt	LNELDCt
2440	FAt_hs_18_6Z9Z12Z	MAR00400	LNLNCGt	LNLNCGt
2441	FAt_hs_18_6Z9Z12Z15Z	MAR00352	STRDNCt	STRDNCt
2442	FAt_hs_18_7Z	MAR00270	HMR_0270	HMR_0270
2443	FAt_hs_18_9E	MAR00266	ELAIDt	ELAIDt
2444	FAt_hs_18_9Z12Z15Z	MAR00348	LNLNCAt	LNLNCAt
2445	FAt_hs_19_0	MAR00278	HMR_0278	HMR_0278
2446	FAt_hs_20_0	MAR00282	ARACHt	ARACHt
2447	FAt_hs_20_11Z	MAR00292	HMR_0292	HMR_0292
2448	FAt_hs_20_11Z14Z	MAR00428	HMR_0428	HMR_0428
2449	FAt_hs_20_11Z14Z17Z	MAR00380	HMR_0380	HMR_0380
2450	FAt_hs_20_13Z	MAR00288	HMR_0288	HMR_0288
2451	FAt_hs_20_5Z8Z11Z	MAR00304	HMR_0304	HMR_0304
2452	FAt_hs_20_5Z8Z11Z14Z17Z	MAR00360	TMNDNCt	TMNDNCt
2453	FAt_hs_20_8Z11Z	MAR00300	HMR_0300	HMR_0300
2454	FAt_hs_20_8Z11Z14Z	MAR00404	DLNLCGt	DLNLCGt
2455	FAt_hs_20_8Z11Z14Z17Z	MAR00356	EICOSTETt	EICOSTETt
2456	FAt_hs_20_9Z	MAR00296	HMR_0296	HMR_0296
2457	FAt_hs_21_0	MAR00308	HMR_0308	HMR_0308
2458	FAt_hs_22_0	MAR00312	DOCOSACTDe	DOCOSACTDe
2459	FAt_hs_22_10Z13Z16Z	MAR00436	HMR_0436	HMR_0436
2460	FAt_hs_22_10Z13Z16Z19Z	MAR00388	HMR_0388	HMR_0388
2461	FAt_hs_22_11Z	MAR00322	HMR_0322	HMR_0322
2462	FAt_hs_22_13Z	MAR00318	CE2512te	CE2512te
2463	FAt_hs_22_13Z16Z	MAR00432	HMR_0432	HMR_0432
2464	FAt_hs_22_13Z16Z19Z	MAR00384	HMR_0384	HMR_0384
2465	FAt_hs_22_4Z7Z10Z13Z16Z	MAR00424	DCSPTN1t	DCSPTN1t
2466	FAt_hs_22_4Z7Z10Z13Z16Z19Z	MAR08681	CRVNCtr	CRTSTRNtr
2467	FAt_hs_22_7Z10Z13Z16Z	MAR00412	ADRNt	ADRNt
2468	FAt_hs_22_7Z10Z13Z16Z19Z	MAR00364	CLPNDt	CLPNDt
2469	FAt_hs_23_0	MAR00326	HMR_0326	HMR_0326
2470	FAt_hs_24_0	MAR00330	LGNCt	LGNCt
2471	FAt_hs_24_12Z15Z18Z21Z	MAR00392	HMR_0392	HMR_0392
2472	FAt_hs_24_15Z	MAR00336		CE2513td
2473	FAt_hs_24_6Z9Z12Z15Z18Z	MAR00420	TETPENT6t	TETPENT6t
2474	FAt_hs_24_6Z9Z12Z15Z18Z21Z	MAR00372	TETHEX3t	TETHEX3t
2475	FAt_hs_24_9Z12Z15Z18Z	MAR00416	TETTET6t	TETTET6t
2476	FAt_hs_24_9Z12Z15Z18Z21Z	MAR00368	TETPENT3t	TETPENT3t
2477	FAt_hs_26_0	MAR00340	HEXCt	HEXCt
2478	FAt_hs_26_17Z	MAR00344	HMR_0344	HMR_0344
2479	FAt_hs_4_0	MAR00155		HMR_0155
2480	FAt_hs_5_0	MAR00164	HMR_0164	HMR_0164
2481	FAt_hs_6_0	MAR00167	HMR_0167	HMR_0167
2482	FAt_hs_7_0	MAR00170	HMR_0170	HMR_0170
2483	FAt_hs_8_0
2484	FAt_hs_9_0	MAR00176	HMR_0176	HMR_0176
2485	CHOLtec
2486	ETHAt	MAR07896	ETHAt	ETHAtr;ETHAt
2487	ATPte	MAR05303	r1116	r1116
2488	CO2t	MAR04919	CO2t	CO2t
2489	H2O2t	MAR08408	H2O2t	H2O2t
2490	H2Ot	MAR04885	H2Ot	H2Ot
2491	NH3t
2492	Kt1		Kt1
2493	1SGTH2OHE1ABCte
2494	1SGTH2OHE2ABCte
2495	2SGTH4OHE1ABCte
2496	2SGTH4OHE2ABCte
